spine;title;img;director;country;year;link
1002;Betty Blue;https://s3.amazonaws.com/criterion-production/films/374aba96c6d088f549db6bfdfcfdc952/NXvOjh0NFLCxBARIs0E88NEgGKbUg0_thumbnail.jpg;Jean-Jacques Beineix;France;1986;https://www.criterion.com/films/29079-betty-blue
1003;All About Eve;https://s3.amazonaws.com/criterion-production/films/43fd6f6135680ac83e75a69d9e94b7e4/SdDSAIemjQdIjmIByE6UI1xwCbXz9C_thumbnail.jpg;Joseph L. Mankiewicz;United States;1950;https://www.criterion.com/films/29596-all-about-eve
1004;Now, Voyager;https://s3.amazonaws.com/criterion-production/films/31b8ddf4b7224294e1c323968e5edcae/ZnvrX36fSxtqKKg2do5VnPKSusWgp1_thumbnail.jpg;Irving Rapper;United States;1942;https://www.criterion.com/films/29026-now-voyager
1005;Cold War;https://s3.amazonaws.com/criterion-production/films/8e408093cb123fc9125296bc8070af93/tT6PfuYCu8xygovqNWWfkBbAo0RrDU_thumbnail.jpg;Paweł Pawlikowski;Poland;2018;https://www.criterion.com/films/30104-cold-war
1006;The Story of Temple Drake;https://s3.amazonaws.com/criterion-production/films/45d498261c956d33aa5aac03541ecd51/3Y78U3wFkBlyFGe5Gdirhu5m6DaIAI_thumbnail.jpg;Stephen Roberts;United States;1933;https://www.criterion.com/films/28575-the-story-of-temple-drake
1007;Until the End of the World;https://s3.amazonaws.com/criterion-production/films/b3f96aa9a8f3b101c3b15d898e927e77/e4OaI1MBzo1RV7HiR5L3cIkTK7gdjY_thumbnail.jpg;Wim Wenders;Germany;1991;https://www.criterion.com/films/28767-until-the-end-of-the-world
1008;Old Joy;https://s3.amazonaws.com/criterion-production/films/eefb96ac948c689de4a56803a285cefe/9ifQI92S6E9FgNzpLOJg1vrvHikjqx_thumbnail.jpg;Kelly Reichardt;United States;2006;https://www.criterion.com/films/29062-old-joy
1009;Holiday;https://s3.amazonaws.com/criterion-production/films/05f931fc02d365516a299774f13732fb/w0FMh8OYztwqUX6hYASaLhdr7lmeXL_thumbnail.jpg;George Cukor;United States;1938;https://www.criterion.com/films/28829-holiday
1010;Le petit soldat;https://s3.amazonaws.com/criterion-production/films/115ae4fd0c45ee3c0f4e8197fd03460b/fjf2hnzHjxa8CGOapu7tdA2W8EhLAq_thumbnail.jpg;Jean-Luc Godard;France;1963;https://www.criterion.com/films/28093-le-petit-soldat
1011;Fail Safe;https://s3.amazonaws.com/criterion-production/films/697714c5f61884f16239ef755f14c843/fa4svULX2NfofX0swJvrLbMpl002Dq_thumbnail.jpg;Sidney Lumet;United States;1964;https://www.criterion.com/films/28825-fail-safe
1012;All About My Mother;https://s3.amazonaws.com/criterion-production/films/081d7c31ab52d99598396ad232926653/psy2aK64LWq4FLcQRLx86tC4MeIcdm_thumbnail.jpg;Pedro Almodóvar;Spain;1999;https://www.criterion.com/films/29569-all-about-my-mother
1013;Teorema;https://s3.amazonaws.com/criterion-production/films/56166014193fe00f622115685dba2487/g6y2g4zZHy2J3caJizYcgZBfh7FnQ9_thumbnail.jpg;Pier Paolo Pasolini;Italy;1968;https://www.criterion.com/films/28660-teorema
1014;Roma;https://s3.amazonaws.com/criterion-production/films/bc349204816d212fabd9b71524763b75/BMnwff4YpeT4kAkBsBwD6PGbdffoL3_thumbnail.jpg;Alfonso Cuarón;United States;2018;https://www.criterion.com/films/30124-roma
1015;Journey to the Beginning of Time;https://s3.amazonaws.com/criterion-production/films/ad03cbebd46eb9fe84b3f46eef4ac390/tePjrgbiCmWydhyXjET4PDD6YeOcLW_thumbnail.jpg;Karel Zeman;Czechoslovakia;1955;https://www.criterion.com/films/30226-journey-to-the-beginning-of-time
1016;Invention for Destruction;https://s3.amazonaws.com/criterion-production/films/dc8c1ed443ce9106c76314d9d20cf6eb/RRPupI0IXRgkKBoZYvh5c5CjAwBpxL_thumbnail.jpg;Karel Zeman;Czechoslovakia;1958;https://www.criterion.com/films/29654-invention-for-destruction
1017;The Fabulous Baron Munchausen;https://s3.amazonaws.com/criterion-production/films/3e8f9fa6fb75a8fdbd6c364c19d86478/eBLoDljuSlMkZLc1re6fnLYFzAYmtQ_thumbnail.jpg;Karel Zeman;Czechoslovakia;1962;https://www.criterion.com/films/29652-the-fabulous-baron-munchausen
1018;Paris Is Burning;https://s3.amazonaws.com/criterion-production/films/db018ea632f4576c8eb5e168bbf244a0/LSoJP2f4HIWyY4pBAuk8lnOO82jBCv_thumbnail.jpg;Jennie Livingston;United States;1990;https://www.criterion.com/films/29647-paris-is-burning
1019;Bamboozled;https://s3.amazonaws.com/criterion-production/films/621ace9afe23a305cd3900a50b0ee678/s48ebrkllPeu1rDdXBVnzKQ9ZRR7u4_thumbnail.jpg;Spike Lee;United States;2000;https://www.criterion.com/films/29007-bamboozled
1020;Leave Her to Heaven;https://s3.amazonaws.com/criterion-production/films/cd887a21f36c85dfc187688a6c075c54/8uvrgmo6h0KZ9XBVk13OiDIVW7R2vc_thumbnail.jpg;John M. Stahl;United States;1945;https://www.criterion.com/films/29602-leave-her-to-heaven
1021;Show Boat;https://s3.amazonaws.com/criterion-production/films/56c15770f21d506909cd9d6b510b0a48/L8eD9ereAY71I07uEdI3FcfpnJ94d2_thumbnail.jpg;James Whale;United States;1936;https://www.criterion.com/films/29035-show-boat
1022;The Prince of Tides;https://s3.amazonaws.com/criterion-production/films/03f92b28b483c87990e64d3e8d65bb33/6U2WKHdRmzYqcnAqo95rDMT3GJ5Q2u_thumbnail.jpg;Barbra Streisand;United States;1991;https://www.criterion.com/films/29571-the-prince-of-tides
1023;The Cremator;https://s3.amazonaws.com/criterion-production/films/5246b76aa8e94e9971d99fcab8997538/OI5kIjaVjnBkyEOTh31eosI8bio5yq_thumbnail.jpg;Juraj Herz;Czechoslovakia;1969;https://www.criterion.com/films/27853-the-cremator
1024;Destry Rides Again;https://s3.amazonaws.com/criterion-production/films/36fa49e72f1b22eb2da8666d3df12704/NYApshBAzWWbOpps4xtjB1L9La7xTa_thumbnail.jpg;George Marshall;United States;1939;https://www.criterion.com/films/29002-destry-rides-again
1025;The Grand Budapest Hotel;https://s3.amazonaws.com/criterion-production/films/7dc949416ad00cd22a48dca569e5324e/k1cKiOeNtfh2R2jfqrxSMCOiuW3uwG_thumbnail.jpg;Wes Anderson;United States;2014;https://www.criterion.com/films/29601-the-grand-budapest-hotel
1026;Me and You and Everyone We Know;https://s3.amazonaws.com/criterion-production/films/433136d75ef46cccd37a4bef02982ff0/RosnfpzufFCkgi4EcWSnvr8QRNyoPn_thumbnail.jpg;Miranda July;United States;2005;https://www.criterion.com/films/29112-me-and-you-and-everyone-we-know
1027;The Great Escape;https://s3.amazonaws.com/criterion-production/films/5a8da68d2d614bc2841f3133a9d1e16d/bPuyXlWNoUAC4cbWbL1Z08Q48keUKn_thumbnail.jpg;John Sturges;United States;1963;https://www.criterion.com/films/29149-the-great-escape
1028;Dance, Girl, Dance;https://s3.amazonaws.com/criterion-production/films/6da54fc39bd52357450eea02a1d893fb/RIXjigxRY0Ut8RS64xHzhy6XSw2fX9_thumbnail.jpg;Dorothy Arzner;United States;1940;https://www.criterion.com/films/29633-dance-girl-dance
1029;Husbands;https://s3.amazonaws.com/criterion-production/films/78923bc7cdf6f313c2f69c4869e41bcd/jjWhLAVSs3yMPTCWDB7eRonBYK68Rv_thumbnail.jpg;John Cassavetes;United States;1970;https://www.criterion.com/films/28827-husbands
1030;Scorsese Shorts;https://s3.amazonaws.com/criterion-production/films/f88e619547e1036d2b7595feb1688281/38xYUK39YImmWPoyi8XjcukL09hDwU_thumbnail.jpg;Martin Scorsese;United States;;https://www.criterion.com/films/30616-scorsese-shorts
1031;Wildlife;https://s3.amazonaws.com/criterion-production/films/597124f416f05a040868b747ef5dbb39/Yg8FHf5KpTrN5RJ01e73Y5kuxWAI3m_thumbnail.jpg;Paul Dano;United States;2018;https://www.criterion.com/films/29644-wildlife
1101;Uncut Gems;https://s3.amazonaws.com/criterion-production/films/1b125193ab0bfdd4f4d172eddbea4955/Ay0VFJu3fFrYfuKzMA34ZbFYVnLT0R_thumbnail.jpg;Josh Safdie and Benny Safdie;United States;2019;https://www.criterion.com/films/31917-uncut-gems
1102;Devi;https://s3.amazonaws.com/criterion-production/films/41a4603b08ce15c6034852e8f4e43427/xNsamgU90AgSxCEEf6WJUqadV2dfxm_thumbnail.jpg;Satyajit Ray;India;1960;https://www.criterion.com/films/27906-devi
1103;Once Upon a Time in China: The Complete Films;https://s3.amazonaws.com/criterion-production/product_images/1987-beb71f216e96d1ff2d0f8231f5b8b975/44LVkvftLRcr5paF4enJfBFTe5mI2c_small.jpg; ;; ;https://www.criterion.com/boxsets/5026-once-upon-a-time-in-china-the-complete-films
1104;Citizen Kane;https://s3.amazonaws.com/criterion-production/films/5e58f4effd7ec074436c3cefccc76e6f/Yp6qC4kg4JLjjqcNdK8RAVM8eK2qnR_thumbnail.jpg;Orson Welles;United States;1941;https://www.criterion.com/films/32250-citizen-kane
1105;Menace II Society;https://s3.amazonaws.com/criterion-production/films/75010780ef0a9ccbdad848daa6019c69/xwHKNInOOeEk23oh2D3AWtoc9nMZRb_thumbnail.jpg;Albert Hughes and Allen Hughes;United States;1993;https://www.criterion.com/films/31502-menace-ii-society
1106;One Night in Miami . . .;https://s3.amazonaws.com/criterion-production/films/6facf4e6621b173ff79555f9eddb9f27/8g5alAbUvCYJg7YGwVq1B3KHU7OrN4_thumbnail.jpg;Regina King;United States;2020;https://www.criterion.com/films/32171-one-night-in-miami
1107;The Learning Tree;https://s3.amazonaws.com/criterion-production/films/3db322ea4b19b675db846798b61acd9b/WwxiWGS1GCIXXC2gRm8AorDFKWrpow_thumbnail.jpg;Gordon Parks;United States;1969;https://www.criterion.com/films/29636-the-learning-tree
1108;The Celebration;https://s3.amazonaws.com/criterion-production/films/e56120a376fa7c47fb6254133f773b91/YeEKXYwuxhG1Ilu2LC3hXEOTmyzSjj_thumbnail.png;Thomas Vinterberg;Denmark;1998;https://www.criterion.com/films/28059-the-celebration
1109;Time;https://s3.amazonaws.com/criterion-production/films/d96f33f8a477ee51765a035bbc34699a/n689s3zSwpmRjjTEiMul4ddJ6Tt4Py_thumbnail.jpg;Garrett Bradley;United States;2020;https://www.criterion.com/films/32170-time
1110;The Piano;https://s3.amazonaws.com/criterion-production/films/b00b4eb81b46d0aa1cf61302bef95c46/0xxCTEtAzuHJsO8lTYn4aNOmMt26rR_thumbnail.jpg;Jane Campion;New Zealand;1993;https://www.criterion.com/films/30424-the-piano
1111;Dick Johnson Is Dead;https://s3.amazonaws.com/criterion-production/films/a994fc466ee3c064c7ebfd4e5897c517/EBnz2kbd21duh5ZPp9Qam4bJTkgf9g_thumbnail.jpg;Kirsten Johnson;United States;2020;https://www.criterion.com/films/32311-dick-johnson-is-dead
1112;Miller’s Crossing;https://s3.amazonaws.com/criterion-production/films/903b8aad0357703566863b7452ea88ae/ywmdW8j68FUjjFo0c9214xL9cxnQb2_thumbnail.jpg;Joel Coen;United States;1990;https://www.criterion.com/films/29604-miller-s-crossing
1113;Boat People;https://s3.amazonaws.com/criterion-production/films/e71840d73f9fb96a658df86b0a8bead6/ZgGiOOksWOICnlrW6vvvKGbjfOLnul_thumbnail.jpg;Ann Hui;Hong Kong;1982;https://www.criterion.com/films/30455-boat-people
1114;Love Affair;https://s3.amazonaws.com/criterion-production/films/5d36a5632a72de8f26897fdfe0aef98e/7nbQ6Ge1FXD35rC2nuKNyEk1Lnlxok_thumbnail.jpg;Leo McCarey;United States;1939;https://www.criterion.com/films/32533-love-affair
1115;Adoption;https://s3.amazonaws.com/criterion-production/films/111e03d51ec5a1c6ff5ea883aeaa4e52/14CdE9H4an6YShLhyxtGaIL3FwSsGh_thumbnail.jpg;Márta Mészáros;Hungary;1975;https://www.criterion.com/films/31237-adoption
1116;The Flight of the Phoenix;https://s3.amazonaws.com/criterion-production/films/d4372819bbd2cbdc23a4fbbda0a21a50/ydf8AovFa3TOSnyGXwV9dLEX9cdG1f_thumbnail.jpg;Robert Aldrich;United States;1965;https://www.criterion.com/films/28566-the-flight-of-the-phoenix
1117;love jones;https://s3.amazonaws.com/criterion-production/films/8320379e417616d329fe8a5d215d71fa/cCjXz3j7PwJ2MczCP6uNS3wYIyxjn1_thumbnail.jpg;Theodore Witcher;United States;1997;https://www.criterion.com/films/31501-love-jones
1118;The Last Waltz;https://s3.amazonaws.com/criterion-production/films/0c98e536bcf53f47ef115c4aa9d4e964/gHlAmy28mnBlcdfbc3nZM9URpv5hWs_thumbnail.jpg;Martin Scorsese;United States;1978;https://www.criterion.com/films/29460-the-last-waltz
1119;Miracle in Milan;https://s3.amazonaws.com/criterion-production/films/8e7f59a5c9124ca8483b9f6c631d9374/ndIvV52qItj6s1jjV2gOwgTxclIMhl_thumbnail.jpg;Vittorio De Sica;Italy;1951;https://www.criterion.com/films/28176-miracle-in-milan
1120;The Girl Can’t Help It;https://s3.amazonaws.com/criterion-production/films/c2940dfd01507e29ff3a8c15ff22f578/o9J5etKpLNvnxnBtmlTJBbCvVGxyAC_thumbnail.jpg;Frank Tashlin;United States;1956;https://www.criterion.com/films/29605-the-girl-can-t-help-it
1121;Eyimofe (This Is My Desire);https://s3.amazonaws.com/criterion-production/films/dd2d3225ad2fb3a1df181de9320a8d0e/uTrhJxEvZeosCyfh0AdvsMrG9PZBZM_thumbnail.jpg;Arie Esiri and Chuko Esiri;Nigeria;2020;https://www.criterion.com/films/32158-eyimofe-this-is-my-desire
1122;’Round Midnight;https://s3.amazonaws.com/criterion-production/films/f0d131afa79169e59ab41e5c64b0070b/Bu1NdqFyV6gvXhif42Ey2qkSVzbyAu_thumbnail.jpg;Bertrand Tavernier;United States;1986;https://www.criterion.com/films/29031--round-midnight
1123;Mr. Klein;https://s3.amazonaws.com/criterion-production/films/198770fcb150f9833afeff386f370945/dKQ4kyULKKAr3ytt6qfP7RCFf5sRxM_thumbnail.jpg;Joseph Losey;France;1976;https://www.criterion.com/films/28112-mr-klein
1124;Chan Is Missing;https://s3.amazonaws.com/criterion-production/films/f7b1ce8ef4021bfdce6c4b86f77b185a/v3fOxFyrvjrGkDDtXktcmZTM2CcaU0_thumbnail.jpg;Wayne Wang;United States;1982;https://www.criterion.com/films/31920-chan-is-missing
1125;The Funeral;https://s3.amazonaws.com/criterion-production/films/f8d4fb428c7045d50f983265957c8f81/Si0vJEBz7rk3zrrnG6AWmpR8jRBqWc_thumbnail.jpg;Juzo Itami;Japan;1984;https://www.criterion.com/films/28879-the-funeral
1126;Double Indemnity;https://s3.amazonaws.com/criterion-production/films/b415e7735c3b593f2fb714c2c6831a26/So0yJBlzFXZG1ganHAXLtpJPhBnmg4_thumbnail.jpg;Billy Wilder;United States;1944;https://www.criterion.com/films/30460-double-indemnity
1127;Mississippi Masala;https://s3.amazonaws.com/criterion-production/films/aa6732f5649c11b23429c37280a91c06/6ks3CBn0gVkR60pKAQuy3Y0JrMwghK_thumbnail.jpg;Mira Nair;United States;1991;https://www.criterion.com/films/32237-mississippi-masala
1128;Farewell Amor;https://s3.amazonaws.com/criterion-production/films/6aa282f2b06b1ee95a1f9680c8491234/trpuurtIfBgxct2B16UqXKWvTXVPID_thumbnail.jpg;Ekwa Msangi;United States;2020;https://www.criterion.com/films/32604-farewell-amor
1129;Rouge;https://s3.amazonaws.com/criterion-production/films/e11ca449f2cc5e9a79e2a8f8cfb76812/K6SjqdLKnHy6CAYepGgIEJjdUaT7pK_thumbnail.jpg;Stanley Kwan;Hong Kong;1987;https://www.criterion.com/films/30738-rouge
1130;Shaft;https://s3.amazonaws.com/criterion-production/films/6d1732d3317987825a869c00ff64f0c0/qfRZzSjwACbqAtW2jTD8QEHPFCBf3G_thumbnail.jpg;Gordon Parks;United States;1971;https://www.criterion.com/films/30643-shaft
1201;Guillermo del Toro’s Pinocchio;https://s3.amazonaws.com/criterion-production/films/be7f8d5b69965f36f76a5b64746866ed/Cwt4rROcpYq9L9HrawgZuc70M30SQI_thumbnail.jpg;Guillermo del Toro and Mark Gustafson;Mexico;2022;https://www.criterion.com/films/33828-guillermo-del-toro-s-pinocchio
1202;Lone Star;https://s3.amazonaws.com/criterion-production/films/5ee0b75e6433b4ed248c99e27ad442e6/OqgRIz7bYZuOtEsN6u7IuLXqvQ80WR_thumbnail.jpg;John Sayles;United States;1996;https://www.criterion.com/films/29021-lone-star
1203;Chantal Akerman Masterpieces, 1968–1978;https://s3.amazonaws.com/criterion-production/product_images/2042-2f7db434e5c209b4ee1cd9f076605cba/ZadPfeme4Y97VAeWUh4j0Yn8jJfjus_small.jpg; ;; ;https://www.criterion.com/boxsets/7045-chantal-akerman-masterpieces-1968-1978
1204;Trainspotting;https://s3.amazonaws.com/criterion-production/films/42f48a159c5e313eb70d2f4511decffb/FGRmEozrb7z3RNKE2ttD2BjD9ARATc_thumbnail.jpg;Danny Boyle;United Kingdom;1996;https://www.criterion.com/films/29627-trainspotting
1205;Mudbound;https://s3.amazonaws.com/criterion-production/release_boxshots/5247-dd4832f4cda361fe4254d2e5b465dc88/sZwvZWrZW65duaiL9UHEL2lNL6BUpT_original.jpg;Dee Rees;United States;2017;https://www.criterion.com/films/33829-mudbound
1206;Eric Rohmer’s Tales of the Four Seasons;https://s3.amazonaws.com/criterion-production/product_images/2047-1ab3d6ac27a9108676d9f0bfc7fd598c/PmRRgkyht2tDRV1jbOi6F8V7mAlKby_small.jpg; ;; ;https://www.criterion.com/boxsets/7154-eric-rohmer-s-tales-of-the-four-seasons
1207;The Heroic Trio / Executioners;https://s3.amazonaws.com/criterion-production/product_images/2048-cfb481924edd7d583e858e021b7482d0/nyUd7Pj1Vk0VBImJZDMA2nIi0CnySk_small.jpg; ;; ;https://www.criterion.com/boxsets/7155-the-heroic-trio-executioners
1208;The Roaring Twenties;https://s3.amazonaws.com/criterion-production/films/a56aed274f145932ccf0a4a557757a74/Mn3OG4vEgeiAdn27hDNZoSRiZOQvkJ_thumbnail.jpg;Raoul Walsh;United States;1939;https://www.criterion.com/films/29030-the-roaring-twenties
1209;Nothing but a Man;https://s3.amazonaws.com/criterion-production/films/45a4a16f3cfdd8e7317181b22355fc61/jCk7dMoelZIhm58MXL8U66fyMFgdjt_thumbnail.jpg;Michael Roemer;United States;1964;https://www.criterion.com/films/31775-nothing-but-a-man
1210;All the Beauty and the Bloodshed;https://s3.amazonaws.com/criterion-production/films/c4d9e40547a7cf098feae498e3a98c86/xcoyzXVcTJdptqsAHelbcdY5J2y6av_thumbnail.jpg;Laura Poitras;United States;2022;https://www.criterion.com/films/33813-all-the-beauty-and-the-bloodshed
1211;The Runner;https://s3.amazonaws.com/criterion-production/films/8f55c58e5aab85f816de71ce771b5055/z1FFFq1zjiDXZ1qHZ38njht9fzlOsC_thumbnail.jpg;Amir Naderi;Iran;1984;https://www.criterion.com/films/34099-the-runner
1212;Saint Omer;https://s3.amazonaws.com/criterion-production/films/1baad8b7d5dc29744cbd262d1502b8b7/7nslycY8VgPrwkyYP9YWsAIRwStlxs_thumbnail.jpg;Alice Diop;France;2022;https://www.criterion.com/films/34051-saint-omer
1213;To Die For;https://s3.amazonaws.com/criterion-production/films/66cb607d36a0f3e3718f476999aaca9f/QNVAy1mXuBYcZwGOJ4mXF0EgcEUpuf_thumbnail.jpg;Gus Van Sant;United States;1995;https://www.criterion.com/films/32358-to-die-for
1214;I Am Cuba;https://s3.amazonaws.com/criterion-production/films/df31b5be0bde2dad8042b5d56607dddf/1BHgE6ZqUn6yBc4Ds9Pq3VlfKLd8uT_thumbnail.jpg;Mikhail Kalatozov;Cuba;1964;https://www.criterion.com/films/33466-i-am-cuba
1215;Werckmeister Harmonies;https://s3.amazonaws.com/criterion-production/films/4685c626c6c288958660886bf31ca96e/fdL4eOWxwyJhsalqklpRacuoyL1Fvs_thumbnail.jpg;Béla Tarr and Ágnes Hranitzky;Hungary;2000;https://www.criterion.com/films/33388-werckmeister-harmonies
1216;Dogfight;https://s3.amazonaws.com/criterion-production/films/413b83856783ca7e8bb625633879210b/7s7iFJisvhdtc48SmKdRyHJrvuI8En_thumbnail.jpg;Nancy Savoca;United States;1991;https://www.criterion.com/films/33803-dogfight
1217;Three Revolutionary Films by Ousmane Sembène;https://s3.amazonaws.com/criterion-production/product_images/2052-ba01382dd60c8332caec522da182b732/csDyqiAqrOJgCze9HjJXZR4sJdi6yF_small.jpg; ;; ;https://www.criterion.com/boxsets/7304-three-revolutionary-films-by-ousmane-sembene
1218;Anatomy of a Fall;https://s3.amazonaws.com/criterion-production/films/5a8c7056b0f3173cd6706471109661e8/wZy6NE9NhmiEDTecl0IXwz1aRFQcT3_thumbnail.jpg;Justine Triet;France;2023;https://www.criterion.com/films/34134-anatomy-of-a-fall
1219;Girlfight;https://s3.amazonaws.com/criterion-production/films/280357fa3290d829c99fcaa1a690aebb/CJVEzgYz3BhNckBy7sMdptZfJsTRhX_thumbnail.jpg;Karyn Kusama;United States;2000;https://www.criterion.com/films/33189-girlfight
1220;Bound;https://s3.amazonaws.com/criterion-production/films/eb912042faeb712b502841eeba166ff2/r3JEoPqjyZChQElHpnROL8LBUYSqkT_thumbnail.jpg;Lana Wachowski and Lilly Wachowski;United States;1996;https://www.criterion.com/films/33670-bound
1221;Querelle;https://s3.amazonaws.com/criterion-production/films/ca24a4e989f60d566c9f69f044f557f4/jHjKgkJJbgZoku2ZfROHqVmAdA87t8_thumbnail.jpg;Rainer Werner Fassbinder;Germany;1982;https://www.criterion.com/films/27974-querelle
1222;Victims of Sin;https://s3.amazonaws.com/criterion-production/films/36fb4cef4f102bfea894126f135a6005/of8Rq0ASveNgFq05NaHrExBLqFAJm1_thumbnail.jpg;Emilio Fernández;Mexico;1951;https://www.criterion.com/films/33289-victims-of-sin
1223;The Underground Railroad;https://s3.amazonaws.com/criterion-production/films/4eb58c6206e7e890b267b36c5d54ef06/PaQEKFaspUcS4ED1ZlhBiKzP5gdAOM_thumbnail.jpg;Barry Jenkins;United States;2021;https://www.criterion.com/films/34073-the-underground-railroad
1224;Pat Garrett and Billy the Kid;https://s3.amazonaws.com/criterion-production/films/a6ea05a93532c164e0ebdb2e3b7b2e5c/SFKvsYbfUvn7ZYRrBRUN3MdLLZN2YR_thumbnail.jpg;Sam Peckinpah;United States;1973;https://www.criterion.com/films/29028-pat-garrett-and-billy-the-kid
1225;Black God, White Devil;https://s3.amazonaws.com/criterion-production/films/96658f821cd8972dc59e453776713a30/AEpdIJD7E95bVQjbnDCBTRtPfR1Ip3_thumbnail.jpg;Glauber Rocha;Brazil;1964;https://www.criterion.com/films/33537-black-god-white-devil
1226;Perfect Days;https://s3.amazonaws.com/criterion-production/films/edb6ac93eb872556a9d47ff779159ada/jY2zurB57hpteerhVoG8bVHmQwut0E_thumbnail.jpg;Wim Wenders;Japan;2023;https://www.criterion.com/films/34274-perfect-days
1227;Risky Business;https://s3.amazonaws.com/criterion-production/films/e6bb212e86e003de68f36bebdcbbc444/1wyqU9UpAdxzVFwZGYmVdG93Vx4G9q_thumbnail.jpg;Paul Brickman;United States;1983;https://www.criterion.com/films/33808-risky-business
1228;Farewell My Concubine;https://s3.amazonaws.com/criterion-production/films/0a21daac708a99e761df1530b0bcbbbb/39QIK2lnUNDARIhbxHclkjUnjRIc3R_thumbnail.jpg;Chen Kaige;China;1993;https://www.criterion.com/films/34098-farewell-my-concubine
1229;Brief Encounters / The Long Farewell: Two Films by Kira Muratova;https://s3.amazonaws.com/criterion-production/product_images/2060-1287910e39269374b5a3d51bd6169bef/4lANA89xq2vrb5t1Uv2VjaRZpouYyh_small.jpg; ;; ;https://www.criterion.com/boxsets/7479-brief-encounters-the-long-farewell-two-films-by-kira-muratova
1230;Not a Pretty Picture;https://s3.amazonaws.com/criterion-production/films/5091b7df0205a80f483a04d7200fccb4/uMY3xLhGXQITT5yDXXMVoVJlB3FBUz_thumbnail.jpg;Martha Coolidge;United States;1975;https://www.criterion.com/films/33619-not-a-pretty-picture
1231;Real Life;https://s3.amazonaws.com/criterion-production/films/963348aaa8fc80bbdad1df2a9fdd006c/3W6uMp3ZSVotrQcwF1fdJoXgChLWtM_thumbnail.jpg;Albert Brooks;United States;1979;https://www.criterion.com/films/30974-real-life
